400 200
3 6
89 151 177 
90 152 178 
91 153 179 
92 154 180 
93 155 181 
94 156 182 
95 157 183 
96 158 184 
97 159 185 
98 160 186 
99 121 187 
100 122 188 
101 123 189 
102 124 190 
103 125 191 
104 126 192 
105 127 193 
106 128 194 
107 129 195 
108 130 196 
109 131 197 
110 132 198 
111 133 199 
112 134 200 
113 135 161 
114 136 162 
115 137 163 
116 138 164 
117 139 165 
118 140 166 
119 141 167 
120 142 168 
1 41 81 161 241 281 
2 42 82 162 242 282 
3 43 83 163 243 283 
4 44 84 164 244 284 
5 45 85 165 245 285 
6 46 86 166 246 286 
7 47 87 167 247 287 
8 48 88 168 248 288 
9 49 89 169 249 289 
10 50 90 170 250 290 
11 51 91 171 251 291 
12 52 92 172 252 292 
13 53 93 173 253 293 
14 54 94 174 254 294 
15 55 95 175 255 295 
16 56 96 176 256 296 
17 57 97 177 257 297 
18 58 98 178 258 298 
19 59 99 179 259 299 
20 60 100 180 260 300 
21 61 101 181 261 301 
22 62 102 182 262 302 
23 63 103 183 263 303 
24 64 104 184 264 304 
25 65 105 185 265 305 
26 66 106 186 266 306 
27 67 107 187 267 307 
28 68 108 188 268 308 
29 69 109 189 269 309 
30 70 110 190 270 310 
31 71 111 191 271 311 
32 72 112 192 272 312 
33 73 113 193 273 313 
34 74 114 194 274 314 
35 75 115 195 275 315 
36 76 116 196 276 316 
37 77 117 197 277 317 
38 78 118 198 278 318 
39 79 119 199 279 319 
40 80 120 200 280 320 
41 102 121 201 305 321 
42 103 122 202 306 322 
43 104 123 203 307 323 
44 105 124 204 308 324 
45 106 125 205 309 325 
46 107 126 206 310 326 
47 108 127 207 311 327 
48 109 128 208 312 328 
49 110 129 209 313 329 
50 111 130 210 314 330 
51 112 131 211 315 331 
52 113 132 212 316 332 
53 114 133 213 317 333 
54 115 134 214 318 334 
55 116 135 215 319 335 
56 117 136 216 320 336 
57 118 137 217 281 337 
58 119 138 218 282 338 
59 120 139 219 283 339 
60 81 140 220 284 340 
61 82 141 221 285 341 
62 83 142 222 286 342 
63 84 143 223 287 343 
64 85 144 224 288 344 
65 86 145 225 289 345 
66 87 146 226 290 346 
67 88 147 227 291 347 
68 89 148 228 292 348 
69 90 149 229 293 349 
70 91 150 230 294 350 
71 92 151 231 295 351 
72 93 152 232 296 352 
73 94 153 233 297 353 
74 95 154 234 298 354 
75 96 155 235 299 355 
76 97 156 236 300 356 
77 98 157 237 301 357 
78 99 158 238 302 358 
79 100 159 239 303 359 
80 101 160 240 304 360 
81 132 167 258 347 361 
82 133 168 259 348 362 
83 134 169 260 349 363 
84 135 170 261 350 364 
85 136 171 262 351 365 
86 137 172 263 352 366 
87 138 173 264 353 367 
88 139 174 265 354 368 
89 140 175 266 355 369 
90 141 176 267 356 370 
91 142 177 268 357 371 
92 143 178 269 358 372 
93 144 179 270 359 373 
94 145 180 271 360 374 
95 146 181 272 321 375 
96 147 182 273 322 376 
97 148 183 274 323 377 
98 149 184 275 324 378 
99 150 185 276 325 379 
100 151 186 277 326 380 
101 152 187 278 327 381 
102 153 188 279 328 382 
103 154 189 280 329 383 
104 155 190 241 330 384 
105 156 191 242 331 385 
106 157 192 243 332 386 
107 158 193 244 333 387 
108 159 194 245 334 388 
109 160 195 246 335 389 
110 121 196 247 336 390 
111 122 197 248 337 391 
112 123 198 249 338 392 
113 124 199 250 339 393 
114 125 200 251 340 394 
115 126 161 252 341 395 
116 127 162 253 342 396 
117 128 163 254 343 397 
118 129 164 255 344 398 
119 130 165 256 345 399 
120 131 166 257 346 400 
1 157 194 225 290 379 
2 158 195 226 291 380 
3 159 196 227 292 381 
4 160 197 228 293 382 
5 121 198 229 294 383 
6 122 199 230 295 384 
7 123 200 231 296 385 
8 124 161 232 297 386 
9 125 162 233 298 387 
10 126 163 234 299 388 
11 127 164 235 300 389 
12 128 165 236 301 390 
13 129 166 237 302 391 
14 130 167 238 303 392 
15 131 168 239 304 393 
16 132 169 240 305 394 
17 133 170 201 306 395 
18 134 171 202 307 396 
19 135 172 203 308 397 
20 136 173 204 309 398 
21 137 174 205 310 399 
22 138 175 206 311 400 
23 139 176 207 312 361 
24 140 177 208 313 362 
25 141 178 209 314 363 
26 142 179 210 315 364 
27 143 180 211 316 365 
28 144 181 212 317 366 
29 145 182 213 318 367 
30 146 183 214 319 368 
31 147 184 215 320 369 
32 148 185 216 281 370 
33 149 186 217 282 371 
34 150 187 218 283 372 
35 151 188 219 284 373 
36 152 189 220 285 374 
37 153 190 221 286 375 
38 154 191 222 287 376 
39 155 192 223 288 377 
40 156 193 224 289 378 
1 42 231 254 333 393 
2 43 232 255 334 394 
3 44 233 256 335 395 
4 45 234 257 336 396 
5 46 235 258 337 397 
6 47 236 259 338 398 
7 48 237 260 339 399 
8 49 238 261 340 400 
9 50 239 262 341 361 
10 51 240 263 342 362 
11 52 201 264 343 363 
12 53 202 265 344 364 
13 54 203 266 345 365 
14 55 204 267 346 366 
15 56 205 268 347 367 
16 57 206 269 348 368 
17 58 207 270 349 369 
18 59 208 271 350 370 
19 60 209 272 351 371 
20 61 210 273 352 372 
21 62 211 274 353 373 
22 63 212 275 354 374 
23 64 213 276 355 375 
24 65 214 277 356 376 
25 66 215 278 357 377 
26 67 216 279 358 378 
27 68 217 280 359 379 
28 69 218 241 360 380 
29 70 219 242 321 381 
30 71 220 243 322 382 
31 72 221 244 323 383 
32 73 222 245 324 384 
33 74 223 246 325 385 
34 75 224 247 326 386 
35 76 225 248 327 387 
36 77 226 249 328 388 
37 78 227 250 329 389 
38 79 228 251 330 390 
39 80 229 252 331 391 
40 41 230 253 332 392 
